rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,seller,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
685,Used 2007 Jeep Wrangler Unlimited,970,/cars-for-sale/vehicledetails.xhtml?listingId=459653212&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16399,FALSE,Sport Utility,2 wheel drive - rear,6 Cylinder,98e3,Automatic,AT-1B65C05C,Gasoline,Information Unavailable,1J4GB39187L111596,CD PlayerCruise ControlKeyless EntryLeather SeatsLift KitPower LocksPower WindowsPremium WheelsTrailer Hitch,#E31313,#454545,"AWESOME JEEP! 6SPD AUTOMATIC 3.21 GEARS, 18INCH MOTO METAL RIMS ON 35IN TIRES, DUAL BORLA EXHAUST, COLD AIR IN TAKE, COMPUTER TUNE, TWO STEERING BARS, 2.5 INCH LIFT UPGRADED SHOCKS AND SPRINGS, LIGHT BAR, METAL FRONT BUMPER WITH WINCH, NEW BATTERY, STARTER, AND CLUTCH, LEATHER SEATS, POWER DOORS AND WINDOWS...SMALL TEAR IN DRIVERS SIDE SEAT, SMALL DENT IN REAR BUMPER.....FANTASTIC JEEP!!!!",NA,NA,NA,NA,FALSE,Private Seller,Unlimited,NA,2007,Used,Provo,Private,NA,NA
686,Used 2015 Jeep Patriot Sport,971,/cars-for-sale/vehicledetails.xhtml?listingId=471877959&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=PATRIOT,12500,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,29500,Automatic,AT-1C204947,Gasoline,Information Unavailable,1C4NJPBB6FD343651,CD PlayerCruise ControlKeyless EntryPower LocksPower WindowsSecurity System,#454545,#454545,"this car is absolutely amazing, never been in an accident and is great on gas milage. comes with dual air bags and side air bags. she has fog lights, roll over protection, hill start assist control, traction controls, air conditioning and power steering..........also no one has ever smoked in this car.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2015,Used,Provo,Private,NA,NA
687,Used 2014 Jeep Grand Cherokee Limited,971,/cars-for-sale/vehicledetails.xhtml?listingId=482640383&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPGRAND,15e3,TRUE,Sport Utility,2 wheel drive - rear,6-Cylinder,113e3,Automatic,AT-1CC481FF,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio Connection,#D7D7D7,#000000,"-Clean carfax, no prior damage, second owner. -Brand new set of Yokohama tires, paid $1k for all four tires.",NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2014,Used,Provo,Private,NA,NA
688,Used 2014 Jeep Cherokee Sport,972,/cars-for-sale/vehicledetails.xhtml?listingId=469282153&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,14999,FALSE,Sport Utility,4 wheel drive,4-Cylinder,63e3,Automatic,AT-1BF8AD69,Gasoline,Information Unavailable,Information Unavailable,Bluetooth Hands-FreeCruise ControlKeyless EntryPower LocksPower WindowsPremium Audio,#8B8B8B,#454545,4x4!! A/C ice cold. All scheduled maintenance. Excellent condition. Looks & drives great. Very clean interior. Well maintained. BRAND NEW TIRES. 28 mpg!,NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2014,Used,Provo,Private,NA,NA
689,Used 2014 Jeep Patriot,975,/cars-for-sale/vehicledetails.xhtml?listingId=484142488&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=PATRIOT,14e3,FALSE,Sport Utility,Information Unavailable,Information Unavailable,53e3,Automatic,AT-1CDB6D98,Gasoline,Information Unavailable,Information Unavailable,Bluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryPower LocksPower WindowsPremium WheelsSunroof,#A31B1B,#F5F5DC,NA,NA,NA,NA,NA,FALSE,Private Seller,,NA,2014,Used,Provo,Private,NA,NA
690,Used 2015 Jeep Renegade Limited,980,/cars-for-sale/vehicledetails.xhtml?listingId=482154913&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPRENEG,16900,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,26e3,Automatic,AT-1CBD19A1,Gasoline,Information Unavailable,ZACCJADT3FPC12110,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower Windows,#454545,#000000,"A/C ice cold, All scheduled maintenance, All records, Excellent condition, Factory GPS system, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, Must see, Heated seats and steering wheel, No accidents, Non-smoker, One owner, Perfect first car, Satellite radio, Seats like new, Still under factory warranty, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2015,Used,Provo,Private,NA,NA
691,Used 2014 Jeep Wrangler Unlimited,981,/cars-for-sale/vehicledetails.xhtml?listingId=480098327&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,26e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,63e3,Automatic,AT-1C9DB817,Gasoline,Information Unavailable,Information Unavailable,Keyless EntryPower LocksPower WindowsPremium AudioPremium WheelsSecurity System,#D2B48C,#000000,"2014 Wrangler in mint condition, many extras as you can see. It also comes with the 5 original wheels and tires, a new in the box Bestop soft top, skirt, and windjammer. A brand new Iguana Custom Gladiator Vader Angry Bird Front Matte Black Grille not yet installed. K/N air filter, Royal Purple oil every 6,000 miles. Brand New Rugged Ridge floor mats. Tires have great tread and one look underneath will show it's never been off-road. Don't bother trying to talk me down this is my lowest offer I'll accept. It's well under the actual value of this Jeep",NA,NA,NA,NA,FALSE,Private Seller,Unlimited,NA,2014,Used,Provo,Private,NA,NA
692,Used 2013 Jeep Wrangler Sport,984,/cars-for-sale/vehicledetails.xhtml?listingId=474790459&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,22e3,FALSE,Truck,4 wheel drive,6-Cylinder,59e3,Automatic,AT-1C4CBA3B,Gasoline,Information Unavailable,1C4AJWAG8DL511220,Bluetooth Hands-FreeCD PlayerCruise ControlLift KitPortable Audio ConnectionSteering Wheel ControlsSunroofTrailer Hitch,#E31313,#000000,"This Jeep was professionally customized by B.L. Kustom Rod Shop in Rockwall, TX, with over $12k in aftermarket work. Listed below are all modifications:Exterior: 35x12.5x18 Gladiator Mud/Terrain tires 4 inch Rough Country suspension liftRaptor-lined paint job on body/wheels/fendersSmittybilt XRC armor front fenders3 piece Freedom hardtop w/ removable sunroof panels Smittybilt Stinger/rear XRC bumper Smittybilt side steps/rock railsSuperwinch 8000lbs winchRigid Industries off-road LED lights (mounted below windshield) Tail-light guardsMatte black angry grillGarvin roof rack Interior:Bully Dog gauge tuner WeatherTech floor matsHands-free calling ",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2013,Used,Provo,Private,NA,NA
693,Used 2013 Jeep Wrangler Unlimited Sahara,984,/cars-for-sale/vehicledetails.xhtml?listingId=484903346&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,22499,FALSE,Sport Utility,4 wheel drive,6-Cylinder,93830,Automatic,AT-1CE709B2,Gasoline,Information Unavailable,1C4BJWEG7DL646137,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsNavigationPortable Audio ConnectionPower Locks,#000000,#000000,"Fully loaded 2013 Jeep Wrangler Sahara Unlimited with heated leather seats, navigation, Bluetooth, removable hardtop and trailer hitch. If not sold by May 13, 2018 will be used at a dealership for trade.",NA,NA,NA,NA,TRUE,Private Seller,Unlimited Sahara,NA,2013,Used,Provo,Private,NA,NA
694,Used 2009 Jeep Wrangler Unlimited,986,/cars-for-sale/vehicledetails.xhtml?listingId=480846415&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,94e3,Automatic,AT-1CA9224F,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlDVD PlayerPower LocksPower WindowsTrailer Hitch,#E31313,#D2B48C,"NEW PRICE!  One owner; all service records; non-smoker; I drove for eight years and replaced with a new $50k Wrangler; planned to keep but daughter wanted something else; invested in new tires, new fuel pump, new fuel injector, spark plugs and wires, new front and rear brake rotors and pads, new transmission lines, new radiator, thermostat and coolant, new manifold and manifold gasket, and other maintenance before she decided on different vehicle; thousands of maintenance work done in last six months to keep running a long, long time; all maintenance records and warranties provided; my loss is your gain.  Others are asking even more for similar vehicle without the thousands of maintenance work.  Also, this was only driven on highways and never 'off road'.  Power windows and door locks, automatic transmission, tow package, and lots of extras.  Call 479-200-8760 and ask for Vince.",NA,NA,NA,NA,FALSE,Private Seller,Unlimited,NA,2009,Used,Provo,Private,NA,NA
695,Used 2008 Jeep Wrangler X,990,/cars-for-sale/vehicledetails.xhtml?listingId=474656619&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,15595,FALSE,Sport Utility,4 wheel drive,Information Unavailable,78464,Manual,AT-1C4AAF6B,Gasoline,Information Unavailable,1J4FA24108L603220,Lift KitPremium Wheels,#000000,#454545,"This little Wrangler has great miles, we just put NEW Wheels and Tires on this one , great ,Fun Off Road Super Wrangler, 6 Cylinder , Ready To Go , We have Financing for everyone call us or go to , tri city auto loans com , We have 2 To Choose From!!",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2008,Used,Provo,Private,NA,NA
696,Used 2012 Jeep Liberty Limited Jet,991,/cars-for-sale/vehicledetails.xhtml?listingId=484633798&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=LIBERTY,15e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,49500,Automatic,AT-1CE2ECC6,Gasoline,Information Unavailable,1C4PJMFK3CW203686,CD PlayerCruise ControlLeather SeatsPower LocksPower Windows,#000000,#000000,"Year : 2012Make : JeepModel : LibertyMileage : 49,500 milesTransmission : AutomaticExterior Color : Black ClearcoatInterior Color : Black w/Leather Trimmed Bucket SeatsSeries : SUVDrivetrain : 4WDCondition : ExcellentEngine : 3.7L V6",NA,NA,NA,NA,TRUE,Private Seller,Limited Jet,NA,2012,Used,Provo,Private,NA,NA
697,Used 2010 Jeep Wrangler Rubicon,991,/cars-for-sale/vehicledetails.xhtml?listingId=484793622&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,18900,FALSE,Sport Utility,4 wheel drive,6-Cylinder,80600,Manual,AT-1CE55D16,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlLift KitPower LocksPower WindowsPremium AudioPremium WheelsSunroofTrailer Hitch,#000000,NA,"Beyond the standard Rubicon equipment, extras include:-- Manual 6-Speed w/Overdrive-- 2&quot; Lift-- Power Windows and Door Locks-- Premium Wheels w/Oversize Wide Tires-- Tires new last Fall-- Hard and Soft Top-- Custom Bumpers-- High Intensity Trail Lights-- Warn 9.5 XP Winch-- Teraflex Rear Door Hinge and Tire Mount-- MagnaFlow Muffler-- Cold Air Intake with K&N Filter-- Amsoil and their Filters have been used since 33k miles",NA,NA,NA,NA,TRUE,Private Seller,Rubicon,NA,2010,Used,Provo,Private,NA,NA
698,Used 2009 Jeep Wrangler X,992,/cars-for-sale/vehicledetails.xhtml?listingId=483825412&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,21e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,91e3,Manual,AT-1CD69704,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerKeyless EntryLift KitNavigationPortable Audio ConnectionPower Locks,#E31313,#D2B48C,"Commuter Jeep:  very little off road. Over $7,000 in upgrades: 3 inch short arm Teraflex Lift, 35 inch Tires, Fuel wheels, Smittybilt front and rear atlas bumpers with 2 fuel cans, Warn wench, Pioneer NEX stereo, upgraded aluminum radiator, and Viper Alarm.  Always garaged. Custom wheels. Excellent condition. Looks & drives great. Mostly highway miles. Satellite radio. Title in hand. Upgraded sound system. Very clean interior. Well maintained.",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2009,Used,Provo,Private,NA,NA
699,Used 2016 Jeep Cherokee Limited,1e3,/cars-for-sale/vehicledetails.xhtml?listingId=462751903&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,24500,FALSE,Hatchback,2 wheel drive - front,6 Cylinder,31500,Automatic,AT-1B95089F,Gasoline,Information Unavailable,1C4PJLDB7GW259133,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#D7D7D7,#000000,"Immaculate vehicle Transferable extended warranty 5Yrs/100,000 miles expires 3/14/2021 ($65 to transfer) , A/C ice cold, All scheduled maintenance, All records, Always garaged, Excellent condition, Looks & drives great, No accidents, Non-smoker, Seats like new, Still under factory warranty, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2016,Used,Provo,Private,NA,NA
700,Used 2004 Jeep Wrangler Unlimited Rubicon,1e3,/cars-for-sale/vehicledetails.xhtml?listingId=479286620&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D600%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=600&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,14e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,90100,Automatic,AT-1C91555C,Gasoline,Information Unavailable,1J4FA69S24P785028,CD PlayerKeyless EntryPower LocksTrailer Hitch,#E31313,#454545,Clean unmolested & original condition.  True Rubicon with electric locking diff. Automatic with 17&quot; wheels. Ready to roll. Leave it as is or jack it up and make it a mud toy. Has Best Top soft top installed with removable sides or flip top. Everything works and in great condition. Used only on weekends for leisure. Has the very sought inline 6. Plenty of life left.A/C ice cold. Always garaged. Excellent condition. Fully loaded with all the goodies. Looks & drives great. Must see. Title in hand. Very clean interior. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,Unlimited Rubicon,NA,2004,Used,Provo,Private,NA,NA
701,Used 2012 Jeep Wrangler Rubicon,1002,/cars-for-sale/vehicledetails.xhtml?listingId=484619801&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D700%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=700&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,19800,FALSE,Sport Utility,4 wheel drive,6-Cylinder,130457,Manual,AT-1CE2B619,Gasoline,Information Unavailable,1C4BJWCG0CL274691,Bluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsLeather SeatsLift KitNavigationPower LocksPower WindowsPremium Audio,#D7D7D7,NA,"2012 Jeep Wrangler Rubicon 4x4 with 6-speed manual transmissions. This truck is fully loaded with leather seats, navigation, and premium sound. Selling because I'm going back to school and don't need two vehicles. Some cosmetic damage on the rear of the hard top. It's surface cracking, and there is no leaking.  Title is clean and on hand. ***Upgrades and services within the last 3,000 miles:-Metal Cloak 2.5&quot; Game Changer RockSport Edition full adjustable suspension ($2399)-Adams Driveshafts front and rear 1310 CV driveshafts ($889)-New Cooper 285/75R17 tires all around including spare ($1100)Serviced 2,000 miles ago:-Spark plugs-Front and rear differential clean and fill-Transmission fluid change-Transfer case fluid change",NA,NA,NA,NA,TRUE,Private Seller,Rubicon,NA,2012,Used,Provo,Private,NA,NA
702,Used 2005 Jeep Wrangler Rubicon,1002,/cars-for-sale/vehicledetails.xhtml?listingId=484390146&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D700%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=700&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,18999,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,94400,Automatic,AT-1CDF3502,Gasoline,Information Unavailable,1J4FA69S95P355479,CD PlayerCruise ControlLift KitPremium AudioPremium WheelsSteering Wheel ControlsTrailer Hitch,#248B15,#000000,Jeep was lifted at 91k and new tires and wheels were added. 9000lb Ramsay winch. Optima battery. Alpine C.D. deck with Rockford fosgate speakers that replaced factory speakers. Cell# 479-414-2688,NA,NA,NA,NA,TRUE,Private Seller,Rubicon,NA,2005,Used,Provo,Private,NA,NA
703,Used 2000 Jeep Wrangler Sport,1002,/cars-for-sale/vehicledetails.xhtml?listingId=469480988&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D700%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=700&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,10500,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,148e3,Automatic,AT-1BFBB61C,Gasoline,Information Unavailable,Information Unavailable,NA,#000000,#454545,"2000 jeep wrangler condition: good cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 148000paint color: black title status: clean transmission: automatic 2000 Jeep wrangler TJ. 4.0L 2 inch rough country lift 148k  miles. Automatic, A/C, cruise, tilt. Runs great, brand new 31x10.5x 15 tires. New alternator, heater core, battery, belt, temperature module all in the last year. No visible rust. Soft and hard top. Rear body armor. Kenwood Bluetooth stereo and a kicker sub.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2e3,Used,Provo,Private,NA,NA
704,Used 2014 Jeep Wrangler,1005,/cars-for-sale/vehicledetails.xhtml?listingId=477776468&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D700%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=700&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,21999,FALSE,Sport Utility,4 wheel drive - front,6-Cylinder,53993,Automatic,AT-1C7A4A54,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlHeated SeatsLeather SeatsNavigationPower LocksPower WindowsSteering Wheel ControlsTrailer Hitch,#454545,#D2B48C,"POWER WINDOWS AND LOCKS IN A JEEP!!! Beautiful rustic color leather seats, In dash display interface, GPS, and is ready for fun.Komoto2843 e veterans memorial blvdkilleen, tx 765453254-690-6686",NA,NA,NA,NA,FALSE,Private Seller,,NA,2014,Used,Provo,Private,NA,NA
