rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
11,Used 2014 Jeep Wrangler 4WD Unlimited Sahara,25,/cars-for-sale/vehicledetails.xhtml?listingId=483366955&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27999,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,72438,6-Speed Manual,AT-1CCF982B,Gasoline,14504,1C4BJWEGXEL204258,2-Stage Unlocking Doors4wd Selector - Manual Hi-Lo4wd Type - Part TimeAbs - 4-WheelActive Head Restraints - Dual FrontAirbag Deactivation - Occupant Sensing PassengerAlternator - 140 AmpsAmbient LightingAntenna Type - MastAnti-Theft System - Alarm,#454545,#000000,"Like new 2014 Jeep Wranger Unlimited Sahara 4WD equipped with the 3.6L V6 6-speed manual transmission18"" Pro Comp wheels with Pro Comp tiresSoft topFactory Towing PackageFactory sound barSteering wheel ControlsCome in for a test drive today!Depending on the age of the vehicle, normal wear and tear should be anticipated. We may or may not have extra key's and floor mat's. We will be happy to obtain extra one's for you at dealer cost. Price's do not include tax and title or doc when apply's.**Price excludes the cost of optional equipment selected by the purchaser, state and local taxes, tags, registration and title fee's**Financing and extended warranties avaliable 1.99% with terms as long as 75 months W.A.C.All late model car's and truck's are backed with a 30 day 1,000 mile powertrain warranty at no costAccredited member of the Tennessee Better Business BureauCheck us out at GOBBB.ORGTo fill out an application go to gsautosales.comAlthough every reasonable effort has been made to ensure the accuracy of the information contained on this website, absolute accuracy cannot be guaranteed. This site and all information and material listed on it are presented to the user ""as is"" without warranty of any kind, either expressed or implied. All vehicles are subject to prior sale. All vehicles have been put through our service center, where a multi point inspection has been performed to ensure that we offer the best quality vehicles for our customers. All vehicles will also qualify for an extended warranty that is offered with every purchase agreement. Cost of extended warranty is not included. Price also does not include tax, title, license or documentation fee's. Thanks so much for choosing GSAUTOSALES.COM","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,"G & S Auto Sales & Rentals, LLC",4WD Unlimited Sahara,2014,Used,Huntsville,Dealer,16,21
12,Used 2017 Jeep Wrangler 4WD Sport,28,/cars-for-sale/vehicledetails.xhtml?listingId=482775359&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,31477,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,38540,Automatic,AT-1CC6913F,Gasoline,U1242,1C4HJWDG8HL596205,4-Wheel ABS4-Wheel Disc Brakes4x46-Speed M/TA/CAM/FM StereoAdjustable Steering WheelBrake AssistBucket SeatsCD Player,#454545,#000000,"Sport trim. CARFAX 1-Owner, Extra Clean. REDUCED FROM $34,481! CD Player, iPod/MP3 Input, 4x4. CLICK NOW!KEY FEATURES INCLUDE4x4, iPod/MP3 Input, CD Player Jeep Sport with Granite Crystal Metallic Clearcoat exterior and Black interior features a V6 Cylinder Engine with 285 HP at 6400 RPM*. MP3 Player, Child Safety Locks, Steering Wheel Controls, Rollover Protection System, Electronic Stability Control.EXPERTS ARE SAYINGKBB.com explains Still true to its original concept after 75 years, the 2017 Jeep Wrangler continues to deliver exceptional off-road capability with ever-increasing amounts of on-road civility in an affordable package..AFFORDABILITYWas $34,481.MORE ABOUT USSince 1961 the name Jerry Damson has been synonymous with the finest new and used cars on the road. Now, Jerry Damson has expanded into Arab, Alabama! That means you can now get new Fords as well Dodge/Chrysler/Jeep/Ram products from the name you trust! And now, legendary Jerry Damson service is available in Arab - servicing all makes and models. Come see us on North Brindlee Mountain Parkway - in the heart of Marshall County!Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Jerry Damson Ford Chrysler Dodge Jeep Ram,4WD Sport,2017,Used,Huntsville,Dealer,17,21
13,Used 2016 Jeep Wrangler 4WD Unlimited Sahara,28,/cars-for-sale/vehicledetails.xhtml?listingId=477060872&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,33900,FALSE,Sport Utility,4 wheel drive,6-Cylinder,8598,Automatic,AT-1C6F5F08,Gasoline,176083,1C4BJWEG9GL176083,Alloy WheelsAnti-Lock BrakesCD PlayerCruise ControlFold-Flat SeatsKeyless EntryPower LocksPower MirrorsPower SeatsPower Windows,#D7D7D7,#000000,IF YOU ARE IN THE MARKET FOR A NEWER JEEP LOADED WITH ALL THE EXTRAS THIS IS FOR YOU. ITS A BEAUTIFUL VEHICLE AT A GREAT PRICE. COME SEE US AND WE CAN GET YOU IN IT TODAY. ALL OF OUR CARS HAVE A CLEAN CARFAX WITH NO ACCIDENTS OR DAMAGES OF ANY TYPE. WE WILL BE GLAD TO PROVIDE YOU WITH YOUR OWN COPY OF THE CARFAX UPON REQUEST. WE WERE VOTED 2012 NUMBER ONE USED CAR DEALER IN FAYETTEVILLE AND LINCOLN COUNTY.,NA,NA,NA,NA,FALSE,Cars Ink,4WD Unlimited Sahara,2016,Used,Huntsville,Dealer,16,20
14,Used 2000 Jeep Wrangler 4WD Sport,28,/cars-for-sale/vehicledetails.xhtml?listingId=483672268&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,12500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,139571,Automatic,AT-1CD440CC,Gasoline,742901,1J4FA49S9YP742901,Alloy WheelsAnti-Lock BrakesCD Player,#FF7700,#000000,THIS IS SUPER NICE 2000 JEEP WRANGLER LOCAL TRADE-IN THAT IS SET UP TO DO ROCK CLIMBING AND OFF ROAD FUN. IF YOU ARE IN THE MARKET FOR SOME FUN COME CHECK THIS ONE OUT TODAY YOU WILL LOVE IT.,NA,NA,NA,NA,FALSE,Cars Ink,4WD Sport,2e3,Used,Huntsville,Dealer,NA,NA
15,Used 2013 Jeep Wrangler 4WD Unlimited Sport w/ RHD,29,/cars-for-sale/vehicledetails.xhtml?listingId=483536875&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,21495,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,153198,5-Speed Automatic,AT-1CD22FEB,Gasoline,P0024,1C4BJWKG9DL686126,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningAuto-dimming Rear-View mirrorBrake assistCD player",#8B8B8B,#000000,New Price! CARFAX One-Owner. Clean CARFAX. Silver 2013 Jeep Wrangler Unlimited Sport RHD 4WD 5-Speed Automatic 3.6L V6 24V VVT Fresh Oil Change.Awards:* 2013 KBB.com Best Resale Value Awards,NA,NA,NA,NA,FALSE,Fayetteville Chrysler Dodge Jeep Ram,4WD Unlimited Sport w/ RHD,2013,Used,Huntsville,Dealer,NA,NA
16,Used 2014 Jeep Wrangler 4WD Unlimited Sport w/ RHD,29,/cars-for-sale/vehicledetails.xhtml?listingId=483536913&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,26999,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,67128,5-Speed Automatic,AT-1CD23011,Gasoline,P0020,1C4BJWKG1EL328357,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningAuto-dimming Rear-View mirrorBrake assistCD player",#000000,#000000,"CARFAX One-Owner. Clean CARFAX. Black 2014 Jeep Wrangler Unlimited Sport RHD Right Hand Drive 4WD 5-Speed Automatic 3.6L V6 24V VVT Fresh Oil Change.Recent Arrival!Awards:* 2014 KBB.com 10 Best SUVs Under $25,000 * 2014 KBB.com Best Resale Value Awards * 2014 KBB.com 10 Coolest New Cars Under $25,000",NA,NA,NA,NA,FALSE,Fayetteville Chrysler Dodge Jeep Ram,4WD Unlimited Sport w/ RHD,2014,Used,Huntsville,Dealer,16,20
17,Used 2017 Jeep Wrangler Unlimited Sahara,32,/cars-for-sale/vehicledetails.xhtml?listingId=478139653&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,44792,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,3895,5-Speed Automatic,AT-1C7FD505,Gasoline,9T719F,1C4BJWEG0HL671645,3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesALLOY WHEELSAM/FM radio: SiriusXMAir ConditioningAlloy wheelsAudio Jack Input for Mobile DevicesAuto-dimming Rear-View mirror,#8B8B8B,#000000,"2017 Jeep Wrangler Unlimited Sahara Silver NAVIGATION / NAVI / GPS, ALLOY WHEELS, SIDE STEPS, LEATHER, Wrangler Unlimited Sahara, 3.6L V6 24V VVT, 5-Speed Automatic, 4WD, Silver, Dark Olive/Black w/Leather Trimmed Bucket Seats. Odometer is 10651 miles below market average! DELIVERY IS AVAILABLE. JUST LET US KNOW HOW WE CAN BETTER SERVE YOU.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Harbin Automotive,Unlimited Sahara,2017,Used,Huntsville,Dealer,17,21
18,Used 2014 Jeep Wrangler 4WD Sport,33,/cars-for-sale/vehicledetails.xhtml?listingId=483901550&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,21784,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,64479,6-Speed Manual,AT-1CD7C06E,Gasoline,242SA,1C4AJWAG0EL241515,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerBrakes-ABS-4 WheelBucket SeatsCD PlayerCloth SeatsCruise Control,#000000,NA,"This used 2014 Jeep Wrangler in Guntersville, AL comes with peace of mind. This SUV doesn't look like it has a few plus years on it. 64,338 miles means nothing to the long life of this vehicle. It s a v6 Black SUV that can tackle many different terrains. Drive to Bob Hembree Chevrolet and test drive the 2014 Jeep Wrangler. AM/FM Stereo,Bucket Seats,Cloth Seats,CD Player,Cruise Control,Air Bag - Driver,Fog Lights,4 Wheel Drive,Intermittent Wipers,Air Bag - Passenger,Power Steering,Steering Wheel Stereo Controls,Trip Computer,Traction Control,Tilt Wheel,MP3 Sound System,4 Wheel Disc Brakes,Brakes-ABS-4 Wheel,Floor Mats-Front,Rollover Protection System,Wipers-Variable Speed Intermittent,Engine Immobilizer/Vehicle Anti-Theft System,Mirrors-Vanity-Driver,Mirrors-Van ity-Passenger,Tow Hooks-Front,Tire-Pressure Monitoring System,Wheels-Steel At Bob Hembree Chevrolet, we believe ""New customers become old friends"". We have a committed sales staff with years of experience satisfying our customers' needs. Please browse our inventory online, request more information about vehicles, set up a test drive or inquire about financing! We are here to help you find your next vehicle! Call us today at (800) 239-RIDE! *AUTOMOTIVE EXCELLENCE SINCE 1956* - - - 2014 Jeep Wrangler 4WD 2dr - - -","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Bob Hembree Chevrolet,4WD Sport,2014,Used,Huntsville,Dealer,17,21
19,Used 2017 Jeep Wrangler 4WD Unlimited Sahara,35,/cars-for-sale/vehicledetails.xhtml?listingId=479611144&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,35900,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,16831,Automatic,AT-1C964908,Gasoline,18078,1C4BJWEG3HL754096,NA,#D7D7D7,#000000,"This Jeep won't be on the lot long! A great vehicle and a great value! With less than 20,000 miles on the odometer, this 4 door sport utility vehicle prioritizes comfort, safety and convenience. Top features include front bucket seats, heated door mirrors, skid plates, and a split folding rear seat. It features four-wheel drive capabilities, a durable automatic transmission, and a refined 6 cylinder engine. Our team is professional, and we offer a no-pressure environment. They'll work with you to find the right vehicle at a price you can afford. Stop in and take a test drive!","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,"Gilbert & Baugh Ford, Inc.",4WD Unlimited Sahara,2017,Used,Huntsville,Dealer,17,21
20,Used 2011 Jeep Wrangler 4WD Sahara w/ 70th Anniversary,39,/cars-for-sale/vehicledetails.xhtml?listingId=482425566&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,18950,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,84961,Information Unavailable,AT-1CC13ADE,Gasoline,10200,1J4AA7D17BL576466,Alloy WheelsCD PlayerHeated SeatsKeyless EntryLeather SeatsPower WindowsPremium AudioSteering Wheel ControlTilt WheelTinted Glass,#000000,#000000,hardtop leather interior  70th anniversary,"3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Murphy Wholesale,4WD Sahara w/ 70th Anniversary,2011,Used,Huntsville,Dealer,NA,NA
21,Used 2014 Jeep Wrangler 4WD Sahara,40,/cars-for-sale/vehicledetails.xhtml?listingId=481448812&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,29997,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,42123,Automatic,AT-1CB2536C,Gasoline,77245B,1C4AJWBG0EL241478,AIR CONDITIONINGALLOY WHEELSAM/FM STEREO - CDANTI-LOCK BRAKING SYSTEMCARPETINGCONSOLECRUISE CONTROLDRIVER SIDE REMOTE MIRRORDUAL AIR BAGSDUAL SPORT MIRRORS,#05518D,#000000,",AIR CONDITIONING,ALLOY WHEELS,AM/FM STEREO - CD,ANTI-LOCK BRAKING SYSTEM,CARPETING,CONSOLE,CRUISE CONTROL,DRIVER SIDE REMOTE MIRROR,DUAL AIR BAGS,DUAL SPORT MIRRORS,FOG LIGHTS,FOLD DOWN REAR SEAT,FRONT BUCKET SEATS,GAUGE CLUSTER,HEATED OUTSIDE MIRRORS,HEATED SEAT,INTERVAL WIPERS,KEYLESS ENTRY,LEATHER UPHOLSTERY,POWER BRAKES,POWER DOOR LOCKS,POWER STEERING,POWER WINDOWS,RADIAL TIRES,REAR DEFROSTER,REAR WINDOW WIPER,RECLINING SEAT(S),REMOVABLE HARDTOP,TACHOMETER,TILT STEERING WHEEL,TIRE CARRIER,TRACTION CONTROL,TRIP ODOMETER","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Bill Smith Buick GMC,4WD Sahara,2014,Used,Huntsville,Dealer,17,21
22,Used 2014 Jeep Wrangler 4WD Sport,40,/cars-for-sale/vehicledetails.xhtml?listingId=471332964&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,26997,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,55936,Automatic,AT-1C17F864,Gasoline,87210M,1C4AJWAG5EL148120,2-STAGE UNLOCKINGABS BRAKES (4-WHEEL)ADJUSTABLE REAR HEADRESTSAIR CONDITIONINGAIRBAGS - FRONT - DUALAIRBAGS - PASSENGER - OCCUPANT SENSING DEACTIVATIONALLOY WHEELSAM/FM STEREO - CDAMBIENT LIGHTINGANTI-LOCK BRAKES,#000000,#000000,"This is one Sharp Jeep Wrangler 4x4!! It was Bought Used Local and Traded-In Here. TWO-OWNER. It has been well taken care of! It has the Sport Package, 4x4, 3.6L V6 Engine, Soft Top, Bucket Cloth Seats, Leather can be added for $1200, Sirius/XM Radio, Premium Sound System with I-Pod Port, 18 Black Alloy Wheels with Almost M/T New Tires, 2nd Row Bench Seats, Controls on Steering Wheel, Bluetooth, Tow Package, ABS, Air Conditioning, AM/FM Radio, Bucket Seating, CD Player, Manual Seats, Cruise Control, Driver-Side Airbag, Passenger-Side AirBag, Manual Locks, Manual Mirrors, Power Steering, Manual Windows, Radial Tires, Tilt Wheel, Traction Control and much more. For more info and special pricing contact CHRIS LOGAN (Internet Manager) *** 256-338-2884 *** chrisl@billsmithbuickgmc.com ***VERY SHARP***,2-STAGE UNLOCKING,ABS BRAKES (4-WHEEL),ADJUSTABLE REAR HEADRESTS,AIR CONDITIONING,AIRBAGS - FRONT - DUAL,AIRBAGS - PASSENGER - OCCUPANT SENSING DEACTIVATION,ALLOY WHEELS,AM/FM STEREO - CD,AMBIENT LIGHTING,ANTI-LOCK BRAKES,ANTI-LOCK BRAKING SYSTEM,AUDIO - ANTENNA: MAST,AUDIO AUXILIARY INPUT: IPOD/IPHONE INTEGRATION,AUDIO AUXILIARY INPUT: JACK,AUDIO AUXILIARY INPUT: USB,BODY SIDE REINFORCEMENTS,BRAKING ASSIST HILL START ASSIST,CARPETING,CENTER ARM REST,CENTER CONSOLE FRONT CONSOLE WITH STORAGE,CHILD SEAT ANCHORS LATCH SYSTEM,CLOCK,CLOTH INTERIOR,CLOTH UPHOLSTERY,COMPASS,CONSOLE,CRUISE CONTROL,CRUMPLE ZONES FRONT,CRUMPLE ZONES REAR,DAYTIME RUNNING LIGHTS,DIGITAL ODOMETER,DOORS LIFTGATE WINDOW: FIXED,DRIVER AIRBAG,DRIVER SEAT ACTIVE HEAD RESTRAINT,DRIVER SEAT MANUAL ADJUSTMENTS: 4,DRIVER SEAT MANUAL ADJUSTMENTS: RECLINE,DRIVETRAIN 4WD TYPE: PART TIME,DRIVETRAIN TRANSFER CASE: MANUAL HI-LO GEAR SELECTION,DUAL AIR BAGS,ELECTRONIC BRAKEFORCE DISTRIBUTION,EXTERIOR MIRRORS MANUAL FOLDING,EXTERNAL TEMPERATURE DISPLAY,FLOOR MAT MATERIAL CARPET,FLOOR MATERIAL CARPET,FOG LIGHTS,FRONT 12V POWER OUTLET(S),FRONT BUCKET SEATS,FRONT FOG LIGHTS,FRONT HEADRESTS ADJUSTABLE,GAUGE CLUSTER","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Bill Smith Buick GMC,4WD Sport,2014,Used,Huntsville,Dealer,17,21
23,Used 2011 Jeep Wrangler 4WD Sport,40,/cars-for-sale/vehicledetails.xhtml?listingId=462015320&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,22e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,101771,Automatic,AT-1B89CB58,Gasoline,ST1781A,1J4AA2D19BL530270,4x4AM/FMAir ConditioningAlarm SystemAlloy WheelsAnti-Lock BrakesCDCruise ControlDriver AirbagElectronic Brake Assistance,#F5F5DC,#000000,"LIFT KIT, LEVELING KIT, NO ACCIDENTS With 30 lenders and rates as low as 1.90% up to 60 mths and 84 mths at 3.49% on qualifing customers and vehicles WAC.Here are some of our lenders:Credit Unions: Family Security CU, Redstone FCU,NASA FCU, ListerHill CU, APCO Employees CU, ECO CU, WinSouth CU, AL State Employees CU, Aabama CU, Jefferson CU, Army Aviation Center FCU, Air Academy FCU, Marine FCU, Coosa Pines FCU, Piedmont Advantage CU, Tri Rivers FCU, DCH CU, First Flight FCU and CUDL.Banks: Wells Fargo,EVA Bank, Traditions Bank, ALLY, and TCF Bank (Gateway One).Finance Co: Santander, AmeriCredit, Exeter, American Credit Acpt, Nicholas, Custom, Regional and Dealer Funding. With a large inventory of over 400 vehicles and great pricing. Come see why we have become the largest independent dealer in North Alabama. We have financing for our out of state customers, as well as 2nd chance financing. If you have had a previous bankruptcy, charge-offs, repo or foreclosure we may can help. We also have programs for 1st time buyers and college graduates. Please call us or apply online for quick credit approval. W.A.C.GOTO (www.billyraytaylorautosales.com) to see upto 60 pictures of each of our vehicles.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Billy Ray Taylor Auto Sales,4WD Sport,2011,Used,Huntsville,Dealer,15,19
