red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
139,139,139,826,Used 2016 Subaru Outback 2.5i Limited,343,/cars-for-sale/vehicledetails.xhtml?listingId=485348536&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,23997,FALSE,Wagon,All wheel drive,4-Cylinder,57933,Continuously Variable Automatic,AT-1CEDD4B8,Gasoline,1070067939,4S4BSBLC8G3272708,2.5 Liter4-CylABS (4-Wheel)AM/FM StereoAWDAir ConditioningAll Weather PkgAlloy WheelsAutoBackup Camera,#8B8B8B,#000000,"GENIUS TOOLS & VEHICLE BENEFITS: Experience the Genius Way to Buy a Car at DriveTime with true online financing terms, no haggle pricing and a pressure free sales experience. Every vehicle at DriveTime is inspected prior to arriving on the lot and comes complete with a 5-Day vehicle return policy, 30 Day/1500 Mile Limited Warranty. DriveTime vehicles also include a FREE AutoCheck History Report plus an extensive list of vehicle features and safety information. With over 14,000 used cars, trucks, vans and SUVs nationwide, we have the vehicle you ve been dreaming of! Note: Price excludes taxes and finance charges, and may exclude doc fees up to $299 and other applicable fees (where allowed by state law).","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,DriveTime Decatur,2.5i Limited,2016,Used,Provo,Dealer,Automatic,711,26,36
36,139,21,827,Used 2006 Subaru Outback 2.5i Wagon,344,/cars-for-sale/vehicledetails.xhtml?listingId=486005127&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,7874,FALSE,Wagon,All wheel drive,4-Cylinder,94798,4-Speed Shiftable Automatic,AT-1CF7D987,Gasoline,67315649,4S4BP61C067315649,4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAll Wheel DriveAluminum WheelsAutomatic HeadlightsBucket SeatsCD Player,#248B15,#D2B48C,"Rear Spoiler,All Wheel Drive,STANDARD PAINTWhen you purchase a vehicle with the CARFAX Buyback Guarantee, you're getting what you paid for. No matter the weather conditions or terrain, this Willow Green Opal/moss Green AWD Subaru Legacy Wagon handles with an elegant confidence. Fine interior appointments complement this vehicle's unprecedented performance. The Legacy Wagon Outback 2.5i is well maintained and has just 94,798mi. This low amount of miles makes this vehicle incomparable to the competition. Looking for a Subaru Legacy Wagon that is in great condition inside and out? Take a look at this beauty. This vehicle includes a Money-Back Guarantee* and passed our precise inspection process. It includes two years of routine service and we will ship it free right to your door. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.",NA,NA,NA,NA,TRUE,AutoNation USA Henderson,2.5i Wagon,2006,Used,Provo,Dealer,Automatic,1052,22,28
69,69,69,828,Used 2015 Subaru Outback 2.5i,344,/cars-for-sale/vehicledetails.xhtml?listingId=484403057&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,17981,FALSE,Wagon,All wheel drive,4-Cylinder,54377,Continuously Variable Automatic,AT-1CDF6771,Gasoline,F3227726,4S4BSBAC3F3227726,All Wheel DriveBUMPER COVER (REAR) -inc: -Part number E771SAL000 (PIO)Bluetooth ConnectionCARGO NET (REAR SEAT BACK) -inc: -Part number F551SAL010 (PIO)CLOTH UPHOLSTERYRear SpoilerSTANDARD MODELTUNGSTEN METALLICWARM IVORY,#454545,#FFFFEE,"BUMPER COVER (REAR),CARGO NET (REAR SEAT BACK),Bluetooth Connection,Rear Spoiler,All Wheel Drive,STANDARD MODEL,TUNGSTEN METALLIC,WARM IVORY; CLOTH UPHOLSTERYThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. When you purchase a vehicle with the CARFAX Buyback Guarantee, you're getting what you paid for. Do so much more with one vehicle. This Subaru Outback gives you everything you need an automobile to be. If you are looking for a vehicle with great styling, options and incredible fuel economy, look no further than this quality automobile. This Subaru Outback features AWD. That means power and control delivered to all four wheels for maximum grip and improved handling. More information about the 2015 Subaru Outback: The genius of the Outback has always been its ability to straddle classifications; it helped create the crossover segment in the 1990s. As such, the Outback competes with both family cars, SUVs and of course, other crossover vehicles. With a base price just short of $25,000, the Outback should be affordable enough for families considering a new Camry or Accord. With better off-road credentials and a more usable luggage compartment, the Outback offers increased versatility over plain Jane family sedans. At the same time, the Subaru Outback offers the kind of fuel economy that most mid-sized SUVs would struggle to match. Interesting features of this model are good ground clearance, spacious interior, fuel efficient transmissions, standard all-wheel drive, and Versatility *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Toyota Las Vegas,2.5i,2015,Used,Provo,Dealer,Automatic,1853,25,33
215,215,215,829,Used 2015 Subaru Outback 2.5i Limited,345,/cars-for-sale/vehicledetails.xhtml?listingId=485081714&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,22899,TRUE,Wagon,All wheel drive,4-Cylinder,32441,Continuously Variable Automatic,AT-1CE9C272,Gasoline,F3330384,4S4BSBLC5F3330384,3.5mm auxiliary input jackAha Infotainment The Aha app on your phone allows you to easily access and organize your favorite content from the web into personalizedAha syncs to the audio system in the vehicleAll Weather Floor Mats Part number J501SAL400All Wheel DriveAuto-Dimming Rear View Compass Mirror w/HomelinkBluetooth ConnectionBluetooth audio streaming connectivityBluetooth hands-free phone connectivityBluetooth hands-free text messaging connectivity,#D7D7D7,#000000,"MOONROOF PACKAGE & KEYLESS ACCESS & NAVI,POPULAR PACKAGE #5,Sun/Moonroof,Leather Seats,Navigation System,CRYSTAL WHITE PEARL BODY SIDE MOLDING,Bluetooth Connection,Rear Spoiler,All Wheel Drive,CRYSTAL WHITE PEARL,SLATE BLACK; PERFORATED LEATHER-TRIMMED UPHOLSTERYThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Buick GMC West,2.5i Limited,2015,Used,Provo,Dealer,Automatic,660,25,33
0,0,0,830,Used 2017 Subaru Outback 3.6R Limited,NA,/cars-for-sale/vehicledetails.xhtml?listingId=484579323&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,31e3,FALSE,Wagon,All wheel drive,6-Cylinder,19876,Continuously Variable Automatic,AT-1CE217FB,Gasoline,2000131574,4S4BSENC8H3308378,3.6 Liter6-CylABS (4-Wheel)AM/FM/HD StereoAWDAdaptive Cruise ControlAir ConditioningAlarm SystemAll Weather PkgAuto,#000000,#000000,"CARVANA CERTIFIED INCLUDES: 150-POINT INSPECTION -- We put each vehicle through a 150-point inspection so that you can be 100% confident in the quality and safety of your vehicle. This inspection includes everything from tread depth of tires to thickness of brake pads to exterior paint quality to Bluetooth compatibility. -- NO ACCIDENTS -- We do not sell cars that have been in a reported accident or have frame or structural damage. -- PREMIUM DETAIL -- We go the extra mile so that your car is looking as good as new. There are a lot of specifics that we won t list here (we wash, clean, buff, paint, polish, wax, seal), but trust us that when your car arrives, it s going to look sweet. Check out our 4.7* Reviews at https://bit.ly/2JhKXh2 (copy and paste link in your browser)","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Carvana,3.6R Limited,2017,Used,Provo,Dealer,Automatic,782,20,27
215,215,215,831,Used 2017 Subaru Outback 3.6R Limited,NA,/cars-for-sale/vehicledetails.xhtml?listingId=485806563&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,33700,FALSE,Wagon,All wheel drive,6-Cylinder,5775,Continuously Variable Automatic,AT-1CF4D1E3,Gasoline,2000130428,4S4BSENC3H3432722,3.6 Liter6-CylABS (4-Wheel)AM/FM/HD StereoAWDAir ConditioningAlarm SystemAll Weather PkgAutoBackup Camera,#D7D7D7,#000000,"CARVANA CERTIFIED INCLUDES: 150-POINT INSPECTION -- We put each vehicle through a 150-point inspection so that you can be 100% confident in the quality and safety of your vehicle. This inspection includes everything from tread depth of tires to thickness of brake pads to exterior paint quality to Bluetooth compatibility. -- NO ACCIDENTS -- We do not sell cars that have been in a reported accident or have frame or structural damage. -- PREMIUM DETAIL -- We go the extra mile so that your car is looking as good as new. There are a lot of specifics that we won t list here (we wash, clean, buff, paint, polish, wax, seal), but trust us that when your car arrives, it s going to look sweet. Check out our 4.7* Reviews at https://bit.ly/2JhKXh2 (copy and paste link in your browser)","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Carvana,3.6R Limited,2017,Used,Provo,Dealer,Automatic,782,20,27
69,69,69,832,Used 2017 Subaru Outback 2.5i Premium,345,/cars-for-sale/vehicledetails.xhtml?listingId=485421765&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,24999,FALSE,Wagon,All wheel drive,4-Cylinder,8991,Continuously Variable Automatic,AT-1CEEF2C5,Gasoline,H3391105,4S4BSACC9H3391105,AUTO-DIMMING MIRROR W/COMPASS & HOMELINK -inc: -Part number H501SSG300 (PIO)All Wheel DriveBluetooth ConnectionCARBIDE GRAY METALLICCLOTH UPHOLSTERYREAR BUMPER COVER -inc: -Part number E771SAL001 (PIO)Rear SpoilerSLATE BLACKSTANDARD MODEL,#454545,#000000,"AUTO-DIMMING MIRROR W/COMPASS & HOMELINK,REAR BUMPER COVER,Bluetooth Connection,Rear Spoiler,All Wheel Drive,CARBIDE GRAY METALLIC,SLATE BLACK; CLOTH UPHOLSTERY,STANDARD MODELThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Check out this gently-used 2017 Subaru Outback we recently got in. This Subaru includes has hail and priced to sell!!!!! *Note - For third party subscriptions or services, please contact the dealer for more information.* CARFAX BuyBack Guarantee is reassurance that any major issues with this vehicle will show on CARFAX report. This Subaru Outback Premium defines excellence in an SUV. It has the convenience of limitless boundaries paired with city sophistication. Why spend more money than you have to? This Subaru Outback will help you keep the extra money you'd normally spend on gas. Enjoy safety and stability with this all-wheel drive vehicle and drive with confidence in any condition. Well-equipped, well-cared for and still covered under the manufacter's factory warranty. More information about the 2017 Subaru Outback: The genius of the Outback has always been its ability to straddle classifications; it helped create the crossover segment in the 1990s. As such, the Outback competes with family cars, SUVs and, of course, other crossover vehicles. With a base price just short of $25,000, the Outback should be affordable enough for families considering a new Camry or Accord. With better off-road credentials and a more usable luggage compartment, the Outback offers increased versatility over plain Jane family sedans. At the same time, the Subaru Outback offers the kind of fuel economy that most mid-sized SUVs struggle to match. This model sets itself apart with fuel-efficient transmissions, standard all-wheel drive, good ground clearance, Versatility, and spa>","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Subaru West,2.5i Premium,2017,Used,Provo,Dealer,Automatic,1988,25,32
5,81,141,833,Used 2016 Subaru Outback 2.5i Premium,345,/cars-for-sale/vehicledetails.xhtml?listingId=483807905&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,22294,TRUE,Wagon,All wheel drive,4-Cylinder,37761,Continuously Variable Automatic,AT-1CD652A1,Gasoline,G3264547,4S4BSACC0G3264547,All Wheel DriveBluetooth ConnectionCLOTH UPHOLSTERYLAPIS BLUE PEARLRear SpoilerSTANDARD MODELWARM IVORY,#05518D,#FFFFEE,"Bluetooth Connection,Rear Spoiler,All Wheel Drive,LAPIS BLUE PEARL,STANDARD MODEL,WARM IVORY; CLOTH UPHOLSTERYThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. This 2016 Subaru Outback 2.5i Premium is offered to you for sale by AutoNation Subaru West. This versatile SUV is perfect for families or contractors with its oversized cargo area, exceptional horsepower and option upgrades. Outstanding fuel economy and sleek styling are two great reasons to consider this Subaru Outback. This Subaru Outback is equipped with AWD for improved handling. Whether you're faced with inclement weather or just out enjoying the twisting back road, you'll have the grip of AWD on your side. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Subaru West,2.5i Premium,2016,Used,Provo,Dealer,Automatic,1025,25,33
69,69,69,834,Used 2015 Subaru Outback 3.6R Limited,345,/cars-for-sale/vehicledetails.xhtml?listingId=485465665&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27490,TRUE,Wagon,All wheel drive,6-Cylinder,20419,Continuously Variable Automatic,AT-1CEF9E41,Gasoline,F3338718,4S4BSENC6F3338718,3.5mm auxiliary input jackAha Infotainment The Aha app on your phone allows you to easily access and organize your favorite content from the web into personalizedAha syncs to the audio system in the vehicleAll Weather Floor Mats Part number J501SAL400All Wheel DriveAuto-Dimming Rear View Compass Mirror w/HomelinkBluetooth ConnectionBluetooth audio streaming connectivityBluetooth hands-free phone connectivityBluetooth hands-free text messaging connectivity,#454545,#FFFFEE,"MOONROOF PACKAGE & KEYLESS ACCESS & NAVI & EYESIGHT,POPULAR PACKAGE #5,Sun/Moonroof,Leather Seats,Navigation System,REMOTE ENGINE STARTER - PUSH BUTTON,TUNGSTEN METALLIC BODY SIDE MOLDING,Bluetooth Connection,Rear Spoiler,All Wheel Drive,TUNGSTEN METALLIC,WARM IVORY; PERFORATED LEATHER-TRIMMED UPHOLSTERYThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Looking for a clean, well-cared for 2015 Subaru Outback? This is it. This Subaru includes: TUNGSTEN METALLIC REAR SEAT BACK PROTECTOR POPULAR PACKAGE Floor Mats Blind Spot Monitor SPLASH GUARDS EXTERIOR AUTO DIMMING MIRROR W/BSD Blind Spot Monitor REMOTE ENGINE STARTER Keyless Start Remote Engine Start *Note - For third party subscriptions or services, please contact the dealer for more information.* This vehicle is loaded with great features, plus it comes with the CARFAX BuyBack Guarantee. Perfect for the on-the-go family, this Subaru Outback 3.6R Limited is an SUV everyone will love. With exceptional mileage, options and power, you'll insist on driving it on all your outings. This AWD-equipped vehicle handles well in any weather condition or terrain. You'll benefit from superb handling, improved steering and excellent acceleration. Marked by excellent quality and features with unmistakable refined leather interior that added value and class to the Subaru Outback *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Subaru West,3.6R Limited,2015,Used,Provo,Dealer,Automatic,1682,20,27
69,69,69,835,Used 2015 Subaru Outback 2.5i,345,/cars-for-sale/vehicledetails.xhtml?listingId=485636597&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,19e3,FALSE,Wagon,All wheel drive,4-Cylinder,46488,Continuously Variable Automatic,AT-1CF239F5,Gasoline,F3204350,4S4BSBAC1F3204350,All Wheel DriveBUMPER COVER (REAR) -inc: -Part number E771SAL000 (PIO)Bluetooth ConnectionCLOTH UPHOLSTERYRear SpoilerSTANDARD MODELTUNGSTEN METALLICWARM IVORY,#454545,#FFFFEE,"BUMPER COVER (REAR),Bluetooth Connection,Rear Spoiler,All Wheel Drive,STANDARD MODEL,TUNGSTEN METALLIC,WARM IVORY; CLOTH UPHOLSTERYThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. This 2015 Subaru Outback 2.5i is offered to you for sale by AutoNation Subaru West. This Subaru includes: SPLASH GUARDS TUNGSTEN METALLIC WARM IVORY, CLOTH UPHOLSTERY Cloth Seats *Note - For third party subscriptions or services, please contact the dealer for more information.* This 2015 Subaru Outback comes with a CARFAX Buyback Guarantee, which means you can buy with certainty. Perfect for the on-the-go family, this Subaru Outback 2.5i is an SUV everyone will love. With exceptional mileage, options and power, you'll insist on driving it on all your outings. This vehicle was engineered to be both economically and environmentally friendly with exceptional fuel efficiency. Once you see this Subaru, you'll quickly see that this is the perfect vehicle for the outdoor junky! You'll even feel relaxed knowing that this All-Wheel drive vehicle will get you to where you are going no matter what may come your way. Also, with this Subaru Outback's dependable control you'll be able to drive into the sunset without a care in the world! *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Subaru West,2.5i,2015,Used,Provo,Dealer,Automatic,1568,25,33
185,129,18,836,Used 2009 Subaru Outback 2.5i Wagon,345,/cars-for-sale/vehicledetails.xhtml?listingId=486003563&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,13600,FALSE,Wagon,All wheel drive,4-Cylinder,51029,4-Speed Shiftable Automatic,AT-1CF7D36B,Gasoline,97326263,4S4BP60C397326263,All Wheel DriveHARVEST GOLD METALLICRear SpoilerTAUPE,#B98112,#D2B48C,"Rear Spoiler,All Wheel Drive,HARVEST GOLD METALLIC,TAUPEThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. AutoNation Subaru West is pleased to be currently offering this 2009 Subaru Outback with 51,029mi. This 2009 Subaru Outback comes with a CARFAX Buyback Guarantee, which means you can buy with certainty. The best part about this well-maintained vehicle is that it is a CARFAX one-owner vehicle. This Subaru Outback comes equipped with all wheel drive, which means no limitations as to how or where you can drive. Different terrains and varying weather conditions will have little effect as to how this vehicle performs. One of the best things about this Subaru Outback is that it has low, low mileage. It's ready for you to truly break it in. More information about the 2009 Subaru Outback: The 2009 Subaru Outback rides on a heavy-duty suspension with higher ground clearance, making it particularly adept at traversing rough roads, deep snow or anything else the outdoor adventurer may come across. True to its name, the Outback stands ready to face the elements both in form and function with exterior protective cladding and rugged styling cues. The Outback remains a compelling alternative to most wagons or sport-utility vehicles, with a low center of mass for safer handling and better maneuverability, while the interior is quite spacious and flexible enough to suit a small family. Interesting features of this model are Refined exterior styling with rough-road all-weather capability, confident handling and a roomy interior. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,AutoNation Subaru West,2.5i Wagon,2009,Used,Provo,Dealer,Automatic,1888,20,26
69,69,69,837,Used 2017 Subaru Outback 3.6R Limited,345,/cars-for-sale/vehicledetails.xhtml?listingId=484372664&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D800%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=800&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,33343,TRUE,Wagon,All wheel drive,6-Cylinder,7748,Continuously Variable Automatic,AT-1CDEF0B8,Gasoline,H3429915,4S4BSENCXH3429915,3.5mm auxiliary input jackAM/FM Stereo HD Radio w/single-disc CD playerAha The Aha app on your phone allows you to easily access and organize your favorite content from the web into personalizedAha syncs to the audio system in the vehicleAll Wheel DriveBluetooth ConnectionBluetooth audio streaming connectivityBluetooth hands-free phone connectivityBluetooth hands-free text messaging connectivityCARBIDE GRAY METALLIC,#454545,#000000,"EYESIGHT & NAVIGATION & HIGH BEAM ASSIST & RAB,Sun/Moonroof,Leather Seats,Keyless Start,Bluetooth Connection,Rear Spoiler,All Wheel Drive,CARBIDE GRAY METALLIC,SLATE BLACK; PERFORATED LEATHER-TRIMMED UPHOLSTERYThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. AutoNation Subaru West has a wide selection of exceptional pre-owned vehicles to choose from, including this 2017 Subaru Outback. Your buying risks are reduced thanks to a CARFAX BuyBack Guarantee. This SUV is a superb example of what a tough, work focused vehicle should be. Exceptional towing, acceleration and torque will help you get the job done. When driving an all wheel drive vehicle, such as this Subaru Outback Limited, superior acceleration, traction, and control come standard. Added comfort with contemporary style is the leather interior to heighten the quality and craftsmanship for the Subaru Outback Looking for a Subaru Outback that is in great condition inside and out? Take a look at this beauty. This Subaru Outback is well-equipped, well-cared for and still covered under the manufacture's factory warranty. More information about the 2017 Subaru Outback: The genius of the Outback has always been its ability to straddle classifications; it helped create the crossover segment in the 1990s. As such, the Outback competes with family cars, SUVs and, of course, other crossover vehicles. With a base price just short of $25,000, the Outback should be affordable enough for families considering a new Camry or Accord. With better off-road credentials and a more usable luggage compartment, the Outback offers increased versatility over plain Jane family sedans. At the same time, the Subaru Outback offers the kind of fuel economy that most mid-sized SUVs struggle to match. This model sets itself apart with fuel-efficient tra>","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,AutoNation Subaru West,3.6R Limited,2017,Used,Provo,Dealer,Automatic,1988,20,27
