red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
5,81,141,18,Used 2014 Jeep Cherokee Limited,1402,/cars-for-sale/vehicledetails.xhtml?listingId=477636175&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,NA,FALSE,Sport Utility,4 wheel drive,6-Cylinder,56e3,Automatic,AT-1C78264F,Gasoline,Information Unavailable,1C4PJMDS1EW243142,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlPower LocksPower WindowsPremium Audio,#05518D,#000000,"I have a 2014 beautiful Jeep Cherokee limited I would like to get rid of for medical bills. Its a beautiful Navy 2014 limited with leather, the larger 8.4 Uconnect screen. Heated leather seats, etc. The loan is through Ally and they will only allow a payment takeover. Once you do that you can pay it off if you wish.  The current payment is $476.71 but yours could be a fair bit lower as APR will be based on your credit throwing go Ally.  I don t have great credit so my APR is 10%. The payment also include a complete bumper to bumper warranty as a certified pre-owned vehicle with a disappearing deductible if the work is done at any Bill March service department. If you have decent credit your payment could be closer to $400/month to purchase this Jeep with full warranty plus pre-purchased Gap coverage through CNA. You will not be able to lease a Jeep Cherokee limited for this price. It drives great, averages 23 mph city/highway mixed, etc. I don't want to get rid of it but have to for other bills. Please don't ask to buy with cash, etc as Ally does not work that way. You have to take over payment through them and then can make early payments or pay it off in full at anytime once it is in your name. It is also safe as it all goes through Ally Financial who is the main financing company used by both Chrysler and GM. It has $56,00 miles and will be increasing as it is my daily driver.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,1402,NA,NA
215,215,215,19,Used 2014 Jeep Cherokee Limited,1440,/cars-for-sale/vehicledetails.xhtml?listingId=471378898&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,19500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,33e3,Automatic,AT-1C18ABD2,Gasoline,Information Unavailable,1C4PJMDS3EW268740,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower Windows,#D7D7D7,#000000,"Private one owner! Non Smoker! Still under factory powertrain warranty! Showroom like condition! Cost over $34,000.00! Garage kept! Only 33,000 highway miles! loaded with just about every option available. I love my Jeep, but need a different vehicle for my job.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,262,NA,NA
215,215,215,20,Used 1999 Jeep Cherokee Sport,1441,/cars-for-sale/vehicledetails.xhtml?listingId=485006256&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,5995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,121818,Automatic,AT-1CE89BB0,Gasoline,Information Unavailable,1J4FF68S2XL543371,CD PlayerLift KitPower LocksPower WindowsPremium WheelsTrailer Hitch,#D7D7D7,#000000,"1999 JEEP CHEROKEE SPORT 4X4, CLEAN CARFAX! ADULT OWNED!121,818 LOW MILES! 4.0L SIX CYLINDER, AUTOMATIC TRANSMISSION, AIR CONDITIONING, TILT WHEEL, AM/FM CD, POWER WINDOWS, POWER LOCKS, 2&quot; BODY LIFT ,NEW BRAKES, NEW SHOCKS, NEW REAR SPRINGS, CLEAN BODY, GOOD RUNNER! (local dealer)",NA,NA,NA,NA,FALSE,Private Seller,Sport,1999,Used,lmao,Private,Automatic,286,NA,NA
215,215,215,21,Used 2014 Jeep Cherokee Limited,1477,/cars-for-sale/vehicledetails.xhtml?listingId=481193579&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18e3,FALSE,Sport Utility,All wheel drive,4-Cylinder,1e5,Automatic,AT-1CAE6E6B,Gasoline,Information Unavailable,1C4PJLDB4EW173789,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower Windows,#D7D7D7,#000000,A/C ice cold. All scheduled maintenance. All records. Custom paint/graphics. Excellent condition. Fully loaded with all the goodies. Looks & drives great. Mostly highway miles. Must see. No accidents. Non-smoker. One owner. Perfect first car. Satellite radio. Seats like new. Very clean interior. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,313,NA,NA
0,0,0,22,Used 2014 Jeep Cherokee Limited,1488,/cars-for-sale/vehicledetails.xhtml?listingId=473850975&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,14500,FALSE,Sport Utility,All wheel drive,4-Cylinder,112e3,Automatic,AT-1C3E645F,Gasoline,Information Unavailable,1C4PJMDBXEW189758,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#000000,#000000,"All scheduled maintenance, Excellent condition, Factory GPS system, Looks & drives great, Mostly highway miles, No accidents, Non-smoker, One owner, Satellite radio, Seats like new, Very clean interior, Well maintained. Heated seats and steering wheel, Bought new in 2014 and has been a great car. We just needed something bigger.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,330,NA,NA
163,27,27,23,Used 2015 Jeep Cherokee Limited,1603,/cars-for-sale/vehicledetails.xhtml?listingId=484970714&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,19500,TRUE,Sport Utility,2 wheel drive - front,4-Cylinder,25313,Automatic,AT-1CE810DA,Gasoline,Information Unavailable,1C4PJLDB4FW602611,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio Connection,#A31B1B,#F5F5DC,Very clean dealer maintained. One owner. Non smoker.,NA,NA,NA,NA,FALSE,Private Seller,Limited,2015,Used,lmao,Private,Automatic,52,NA,NA
227,19,19,24,Used 1997 Jeep Cherokee Sport,1716,/cars-for-sale/vehicledetails.xhtml?listingId=476471161&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,12500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,142e3,Manual,AT-1C665F79,Gasoline,Information Unavailable,1J4FJ68S1VL603829,Cruise ControlKeyless EntryPower LocksPower WindowsTrailer Hitch,#E31313,#454545,"1997 Jeep Cherokee XJ, 4x4, 5-Speed.This Jeep is in awesome condition for its age. Paint, body and interior are in great shape.This Jeep lived in Maryland until 2010 when it came to North Carolina. I bought this jeep in 2016 and planned on keeping it forever as a second car. That said, I have replaced an extensive amount of parts as preventative maintenance and general projects. Funny thing is that there was nothing wrong with it. I decided to replace the typical wear items so I would not have to worry about it later. I like this Cherokee but never fell in love with it and it should be owned by somebody that does. Cooling System - All new water pump, belt, hoses, thermostat, radiator and fan clutch Suspension - All new front and rear Up Country springs, energy suspension bushings, Bilstein shocks, track bar, monroe steering damper Front Axle - All new complete steering linkage, Dana ball joints, front axle u-joint and Timken front hubs Rear Axle - Drive shaft u-joint, Timken outer seal, JEEP LIBERTY REAR DISC CONVERSION Engine - Accel cap and rotor, MSD wires, MSD Coil, Champion Plugs, Melling oil pump and Wix Filters Exhaust - new front pipe, Magnaflow cat, Banks cat-back, Delphi O2 sensors Trans - LUK Gold HD clutch, pressure plate, flywheel and Timken throwout bearing, LUK clutch slave and master cylinder, crankshaft position sensor Brakes - All new Centric master cylinder, Raybestos calipers and pads on all corners, all new centric rubber hoses, some steel lines replaced. Fluids - AMSOIL engine, trans, transfer case, front and rear axles, power steering and brake fluid Headlights - Hella H4 with ARB modular wiring and relays Tires - BFG AT KO2 30x9.5r15 &lt; 2,000 miles on them. ECM replaced by dealer I kept detailed service records and have receipts for the parts purchased. AC works but has leak. CD player does not work. Everything else works. Serious inquiries only. I am ready to sell but not under pressure too.",NA,NA,NA,NA,FALSE,Private Seller,Sport,1997,Used,lmao,Private,Manual,1951,NA,NA
69,69,69,25,Used 2014 Jeep Cherokee Trailhawk,1805,/cars-for-sale/vehicledetails.xhtml?listingId=470120756&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,21350,FALSE,Sport Utility,4 wheel drive - front,6-Cylinder,49e3,Automatic,AT-1C057934,Gasoline,Information Unavailable,1C4PJMBS7EW186335,Bluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium Wheels,#454545,#000000,"Anvil color with Leather heated seats & steering wheel. Just passed NY inspection in Oct.  Looks & drives great, Mostly highway miles, No accidents, Satellite radio, Very clean interior, Well maintained, I just need a cheaper vehicle payment, priced to sell.",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2014,Used,lmao,Private,Automatic,258,NA,NA
51,51,51,26,Used 2015 Jeep Cherokee Trailhawk,1810,/cars-for-sale/vehicledetails.xhtml?listingId=481022133&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,23900,FALSE,Sport Utility,4 wheel drive - rear,4-Cylinder,49940,Automatic,AT-1CABD0B5,Gasoline,Information Unavailable,1C4PJMBB8FW635068,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsNavigationPower LocksPower Windows,#333333,#000000,NA,NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2015,Used,lmao,Private,Automatic,NA,NA,NA
215,215,215,27,Used 2014 Jeep Cherokee Latitude,1822,/cars-for-sale/vehicledetails.xhtml?listingId=459851587&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,12900,FALSE,Sport Utility,4 wheel drive - front,4-Cylinder,51e3,Automatic,AT-1B68C743,Gasoline,Information Unavailable,1C4PJMCB9EW244055,Bluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryPower LocksPower WindowsSecurity SystemSteering Wheel ControlsTrailer Hitch,#D7D7D7,#000000,"Still under factory warranty!!!Brand new updated Transmission from Jeep dealership at 27,000miles. No transmission problems.  A/C ice cold. All scheduled maintenance. All records. Always garaged. Excellent condition. Looks & drives great. Mostly highway miles. New tires. No accidents. Non-smoker. Well maintained. It is AWD (4x4) Brand New (4)Michelin Tires!!!",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2014,Used,lmao,Private,Automatic,361,NA,NA
215,215,215,28,Used 2000 Jeep Cherokee Sport,1901,/cars-for-sale/vehicledetails.xhtml?listingId=485481255&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,2500,FALSE,Sport Utility,2 wheel drive - rear,6-Cylinder,186021,Automatic,AT-1CEFDB27,Gasoline,Information Unavailable,1J4FT48S2YL275677,CD PlayerCruise ControlPower LocksPower Windows,#D7D7D7,#454545,"This Jeep has been a reliable, trusted vehicle for the past 14 years! It has performed in the cold of Alaska and the heat of Florida! New battery and radiator were installed in May 2018. June 2017 replaced A/C compressor, spark plugs, and shock absorbers. A/C runs cold, power locks, power windows, and Sony CD/MP3 player.",NA,NA,NA,NA,TRUE,Private Seller,Sport,2e3,Used,lmao,Private,Automatic,322,NA,NA
215,215,215,29,Used 2015 Jeep Cherokee Latitude,2048,/cars-for-sale/vehicledetails.xhtml?listingId=480943932&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,14895,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,65144,Automatic,AT-1CAA9F3C,Gasoline,Information Unavailable,1C4PJLCB9FW694557,Backup CameraBluetooth Hands-FreeCruise ControlLeather SeatsPortable Audio ConnectionPower LocksPower WindowsSecurity System,#D7D7D7,#000000,"Great Deal! GORGEOUS LEATHER SEATS! Perfect Condition! LIKE NEW! 2015 JEEP CHEROKEE! LOW MILES! BACK UP CAMERA! A/C ice cold, All scheduled maintenance, All records, Always garaged, Excellent condition, Looks & drives great, Mostly highway miles, Must see, Never seen snow, No accidents, Non-smoker, Seats like new, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2015,Used,lmao,Private,Automatic,352,NA,NA
139,139,139,30,Used 2014 Jeep Cherokee Latitude,2058,/cars-for-sale/vehicledetails.xhtml?listingId=476103503&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,14999,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,44e3,Automatic,AT-1C60C34F,Gasoline,Information Unavailable,1C4PJLCB2EW158161,Bluetooth Hands-FreeCD PlayerCruise ControlKeyless EntryMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium Wheels,#8B8B8B,#000000,"VIN: 1C4PJLCB2EW158161.  2014 Jeep Cherokee Latitude with a sealed 9-Speed Automatic Transmission with 40,000 miles.  Clean title and vehicle CarFax, Silver body and black trim with premium wheels. Black Interior.   Includes Bluetooth connectivity, dual zone climate control, power windows, and locks.   Service records up to date with the oil changes every 5000 miles.  Transferable manufacture power-train warranty 6 year 100,000 miles.  Transferable dealership bumper-to-bumper warranty to 100,000 miles.  Accident reported was a minor fender bender with no structural or comestic damage to the vechicle.A/C ice cold, All scheduled maintenance, All records, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, Must see, Never seen snow, New tires, Non-smoker, Perfect first car, Satellite radio, Seats like new, Still under factory warranty, Title in hand, Very clean interior, Well maintainedPrice excludes tax, tag, title and Warranty Rights Act fees.",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2014,Used,lmao,Private,Automatic,1004,NA,NA
215,215,215,31,Used 2015 Jeep Cherokee Sport,2060,/cars-for-sale/vehicledetails.xhtml?listingId=460696572&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,16e3,FALSE,Sport Utility,4 wheel drive - front,4 Cylinder,37e3,Automatic,AT-1B75ABFC,Gasoline,Information Unavailable,1C4PJLAB0FW525871,Backup CameraBluetooth Hands-FreeCruise ControlPower LocksPower Windows,#D7D7D7,#D2B48C,"New premium tires 70&quot; from Yokohama less than 1 year old. Buyer will inherit remaining warranty for these tires as well as the additional road hazard  which includes one free tire replacement (exp 8/17), after the year ends they prorate the mileage.  Life tire expectancy 75k miles. Included free alignment for life of car at Firestone. All paperwork will be given to buyer. Seat covers included. 37k miles ( highway miles) One owner. Well maintained. Legal tinted windows. All scheduled maintenance. All records. Excellent condition. Must see. New tires. No accidents. Non-smoker.",NA,NA,NA,NA,FALSE,Private Seller,Sport,2015,Used,lmao,Private,Automatic,586,NA,NA
69,69,69,32,Used 2015 Jeep Cherokee Latitude,25,/cars-for-sale/vehicledetails.xhtml?listingId=485523988&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18900,FALSE,Sport Utility,4 wheel drive,4-Cylinder,22686,Automatic,AT-1CF08214,Gasoline,Information Unavailable,1C4PJMCB5FW727527,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryPower LocksPower WindowsPremium AudioPremium WheelsSteering Wheel Controls,#454545,#000000,"Selling a 2015 Jeep Cherokee with only 22K miles! It is still in perfect condition and we are the original owners. We love this Jeep and need to sell it since we need more space. This Jeep has remote start, heated seats, heated steering wheel, bluetooth capabilities, touch screen, back up camera, and many other features. The outside color is Granite Crystal Metallic with black trim and custom black rims. We have kept this vehicle current on all service. Most of the service was done at the dealership. The tires are still in great condition. If you are interested we also have the Carfax available. Please text for a quicker response.",NA,NA,NA,NA,TRUE,Private Seller,Latitude,2015,Used,lmao,Private,Automatic,638,NA,NA
227,19,19,33,Used 1998 Jeep Cherokee Limited,254,/cars-for-sale/vehicledetails.xhtml?listingId=481738997&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,8500,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,115415,Automatic,AT-1CB6C0F5,Gasoline,Information Unavailable,1J4FJ68S5WL109247,CD PlayerCruise ControlLeather SeatsLift KitPower LocksPower WindowsTrailer Hitch,#E31313,#D2B48C,"This is an amazing Jeep, super clean, low miles, and well maintained.  Tons of work and upgrades to this jeep, its a great vehicle as a daily driver and fun in the mountains.  Tons of new hoses & gaskets, font steering track bar, thermostat, break master cylinder, new breaks, battery, speed sensor, new starter cylinder, head lights, 3&quot; suspension lift, Old man Emu Nitro Charger Shocks, new BF Goodrich AT tires, etc... This Jeep has leather seats, Weather Tech mats, it been incredibly maintained, the pictures speak for themselves.",NA,NA,NA,NA,FALSE,Private Seller,Limited,1998,Used,lmao,Private,Automatic,540,NA,NA
36,139,21,34,Used 1996 Jeep Cherokee Sport,346,/cars-for-sale/vehicledetails.xhtml?listingId=482994037&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,5e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,238e3,Automatic,AT-1CC9E775,Gasoline,Information Unavailable,1J4FJ28S8TL244226,CD PlayerCruise ControlLift KitPremium AudioPremium WheelsSteering Wheel ControlsTrailer Hitch,#248B15,#454545,Great Jeep that I simply lost interest in. No rust or body damage. A/C ice cold. Lifted. Custom wheels. Upgraded sound system.,NA,NA,NA,NA,FALSE,Private Seller,Sport,1996,Used,lmao,Private,Automatic,126,NA,NA
139,139,139,35,Used 2014 Jeep Cherokee Limited,347,/cars-for-sale/vehicledetails.xhtml?listingId=484089147&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18850,TRUE,Sport Utility,4 wheel drive,6-Cylinder,53711,Automatic,AT-1CDA9D3B,Gasoline,Information Unavailable,1C4PJMDS0EW207653,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower Windows,#8B8B8B,#000000,"Very Low Miles!!! Outstanding vehicle. Fully loaded. 3.2L V6, Luxury Group, HID Headlamps, Premium Leather, Heated & Ventilated Front Seats, Heated Steering Wheel, Power Liftgate, Dual-Pane Panoramic Sunroof, Premium NAV, SiriusXM, Remote Start, Uconnect 8.4&quot; screen. , All scheduled maintenance, Always garaged, Excellent condition, No accidents, Non-smoker, One owner, Very clean interior. Clean CarFax.  Colorado Title.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,427,NA,NA
215,215,215,36,Used 2015 Jeep Cherokee Limited,412,/cars-for-sale/vehicledetails.xhtml?listingId=470061979&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,23999,FALSE,Sport Utility,4 wheel drive,6-Cylinder,17700,Automatic,AT-1C04939B,Gasoline,Information Unavailable,1C4PJMDS1FW667146,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio Connection,#D7D7D7,#000000,"This is a low milage fully loaded Jeep Cherokee limited 4WD with Technology package, Luxury group, 9 speed transmission, 3.2L v6 Connect radio and GPS and safety tech group with blind spot and cross path detection. Tech group includes self parking, lane sense and many other features. Excellent condition, One owner, Satellite radio, Still under factory warranty, Upgraded sound system, Well maintained, Come take a look or email me and I will send you a readable copy of the original sticker.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2015,Used,lmao,Private,Automatic,493,NA,NA
